candidate_id,family,symbol,session,setup_timeframe,entry_timeframe,entry_model,stop_model,exit_model,trades,trades_per_week,win_rate,avg_ret_bp,expectancy_R,profit_factor,total_return,max_drawdown,validation_return,holdout_return,stress_return,wf_folds,wf_median_return,wf_median_sharpe,wf_pct_positive,label_perm_p,random_baseline_p,block_bootstrap_p,best_account,account_verification,best_risk_model,best_daily_rules,pass_probability,blowup_probability,blowup_probability_upper_ci,pass_to_blowup_ratio,median_days_to_pass,payout_survival_probability,daily_loss_breach_probability,trailing_drawdown_breach_probability,average_attempts_to_first_pass,prop_passing_score,certification_level,fail_reasons,unavailable_data_rejected,fdr_significant,notes,candidate_json
previous_h4_range_retracement__fib0.618__prev_h4_open__rules_stop_l1,previous_h4_range_retracement,XAUUSD,,H4,M15,fib_limit_entry,prev_h4_open,h4_close,247,2.04,0.413,0.86,0.0472,1.048,0.0202,-0.0302,-0.001,0.0202,0.008,3,0.0131,6.698,0.6667,0.352,0.352,0.268,topstep_50k,verified,fixed_contracts_1,stop_l1,,,1.0,,,,,,,5.202,research_only,fail_label_permutation; fail_random_baseline; fail_block_bootstrap,,False,prior H4 retrace continuation at fib 0.618,"{""id"":""previous_h4_range_retracement__fib0.618__prev_h4_open__rules_stop_l1"",""family"":""previous_h4_range_retracement"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""prev_color""},""filters"":[{""type"":""body_atr"",""min"":0.5,""atr_n"":14},{""type"":""regime"",""ma_n"":50,""side"":""with""}],""entry"":{""type"":""fib_limit_entry"",""level"":0.618},""stop"":{""type"":""prev_h4_open""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""stop_l1"",""max_trades_per_day"":null,""stop_after_n_wins"":null,""stop_after_n_losses"":1,""daily_profit_stop_dollar"":null,""daily_loss_stop_dollar"":null,""session_only"":null,""cooldown_minutes_after_loss"":null},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""prior H4 retrace continuation at fib 0.618"",""provenance"":{""lab"":""daily_rule_lab"",""base_rules"":""none"",""tier_2_lab"":""daily"",""tier_2_parent_id"":""previous_h4_range_retracement__fib0.618__prev_h4_open""},""certification_level"":""research_only"",""failure_reasons"":[""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap""],""rejection_detail"":{}}"
previous_h4_range_retracement__fib0.618__prev_h4_open__rules_stop_l2,previous_h4_range_retracement,XAUUSD,,H4,M15,fib_limit_entry,prev_h4_open,h4_close,247,2.04,0.413,0.86,0.0472,1.048,0.0202,-0.0302,-0.001,0.0202,0.008,3,0.0131,6.698,0.6667,0.352,0.352,0.268,topstep_50k,verified,fixed_contracts_1,stop_l2,,,1.0,,,,,,,5.202,research_only,fail_label_permutation; fail_random_baseline; fail_block_bootstrap,,False,prior H4 retrace continuation at fib 0.618,"{""id"":""previous_h4_range_retracement__fib0.618__prev_h4_open__rules_stop_l2"",""family"":""previous_h4_range_retracement"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""prev_color""},""filters"":[{""type"":""body_atr"",""min"":0.5,""atr_n"":14},{""type"":""regime"",""ma_n"":50,""side"":""with""}],""entry"":{""type"":""fib_limit_entry"",""level"":0.618},""stop"":{""type"":""prev_h4_open""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""stop_l2"",""max_trades_per_day"":null,""stop_after_n_wins"":null,""stop_after_n_losses"":2,""daily_profit_stop_dollar"":null,""daily_loss_stop_dollar"":null,""session_only"":null,""cooldown_minutes_after_loss"":null},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""prior H4 retrace continuation at fib 0.618"",""provenance"":{""lab"":""daily_rule_lab"",""base_rules"":""none"",""tier_2_lab"":""daily"",""tier_2_parent_id"":""previous_h4_range_retracement__fib0.618__prev_h4_open""},""certification_level"":""research_only"",""failure_reasons"":[""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap""],""rejection_detail"":{}}"
previous_h4_range_retracement__fib0.618__prev_h4_open__rules_dl250,previous_h4_range_retracement,XAUUSD,,H4,M15,fib_limit_entry,prev_h4_open,h4_close,247,2.04,0.413,0.86,0.0472,1.048,0.0202,-0.0302,-0.001,0.0202,0.008,3,0.0131,6.698,0.6667,0.352,0.352,0.268,topstep_50k,verified,fixed_contracts_1,dl250,,,1.0,,,,,,,5.202,research_only,fail_label_permutation; fail_random_baseline; fail_block_bootstrap,,False,prior H4 retrace continuation at fib 0.618,"{""id"":""previous_h4_range_retracement__fib0.618__prev_h4_open__rules_dl250"",""family"":""previous_h4_range_retracement"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""prev_color""},""filters"":[{""type"":""body_atr"",""min"":0.5,""atr_n"":14},{""type"":""regime"",""ma_n"":50,""side"":""with""}],""entry"":{""type"":""fib_limit_entry"",""level"":0.618},""stop"":{""type"":""prev_h4_open""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""dl250"",""max_trades_per_day"":null,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":null,""daily_loss_stop_dollar"":250.0,""session_only"":null,""cooldown_minutes_after_loss"":null},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""prior H4 retrace continuation at fib 0.618"",""provenance"":{""lab"":""daily_rule_lab"",""base_rules"":""none"",""tier_2_lab"":""daily"",""tier_2_parent_id"":""previous_h4_range_retracement__fib0.618__prev_h4_open""},""certification_level"":""research_only"",""failure_reasons"":[""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap""],""rejection_detail"":{}}"
previous_h4_range_retracement__fib0.618__prev_h4_open__rules_dl500,previous_h4_range_retracement,XAUUSD,,H4,M15,fib_limit_entry,prev_h4_open,h4_close,247,2.04,0.413,0.86,0.0472,1.048,0.0202,-0.0302,-0.001,0.0202,0.008,3,0.0131,6.698,0.6667,0.352,0.352,0.268,topstep_50k,verified,fixed_contracts_1,dl500,,,1.0,,,,,,,5.202,research_only,fail_label_permutation; fail_random_baseline; fail_block_bootstrap,,False,prior H4 retrace continuation at fib 0.618,"{""id"":""previous_h4_range_retracement__fib0.618__prev_h4_open__rules_dl500"",""family"":""previous_h4_range_retracement"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""prev_color""},""filters"":[{""type"":""body_atr"",""min"":0.5,""atr_n"":14},{""type"":""regime"",""ma_n"":50,""side"":""with""}],""entry"":{""type"":""fib_limit_entry"",""level"":0.618},""stop"":{""type"":""prev_h4_open""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""dl500"",""max_trades_per_day"":null,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":null,""daily_loss_stop_dollar"":500.0,""session_only"":null,""cooldown_minutes_after_loss"":null},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""prior H4 retrace continuation at fib 0.618"",""provenance"":{""lab"":""daily_rule_lab"",""base_rules"":""none"",""tier_2_lab"":""daily"",""tier_2_parent_id"":""previous_h4_range_retracement__fib0.618__prev_h4_open""},""certification_level"":""research_only"",""failure_reasons"":[""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap""],""rejection_detail"":{}}"
previous_h4_range_retracement__fib0.618__prev_h4_open__rules_dp500,previous_h4_range_retracement,XAUUSD,,H4,M15,fib_limit_entry,prev_h4_open,h4_close,247,2.04,0.413,0.86,0.0472,1.048,0.0202,-0.0302,-0.001,0.0202,0.008,3,0.0131,6.698,0.6667,0.352,0.352,0.268,topstep_50k,verified,fixed_contracts_1,dp500,,,1.0,,,,,,,5.202,research_only,fail_label_permutation; fail_random_baseline; fail_block_bootstrap,,False,prior H4 retrace continuation at fib 0.618,"{""id"":""previous_h4_range_retracement__fib0.618__prev_h4_open__rules_dp500"",""family"":""previous_h4_range_retracement"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""prev_color""},""filters"":[{""type"":""body_atr"",""min"":0.5,""atr_n"":14},{""type"":""regime"",""ma_n"":50,""side"":""with""}],""entry"":{""type"":""fib_limit_entry"",""level"":0.618},""stop"":{""type"":""prev_h4_open""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""dp500"",""max_trades_per_day"":null,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":500.0,""daily_loss_stop_dollar"":null,""session_only"":null,""cooldown_minutes_after_loss"":null},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""prior H4 retrace continuation at fib 0.618"",""provenance"":{""lab"":""daily_rule_lab"",""base_rules"":""none"",""tier_2_lab"":""daily"",""tier_2_parent_id"":""previous_h4_range_retracement__fib0.618__prev_h4_open""},""certification_level"":""research_only"",""failure_reasons"":[""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap""],""rejection_detail"":{}}"
previous_h4_range_retracement__fib0.618__prev_h4_open__rules_dp500_dl300,previous_h4_range_retracement,XAUUSD,,H4,M15,fib_limit_entry,prev_h4_open,h4_close,247,2.04,0.413,0.86,0.0472,1.048,0.0202,-0.0302,-0.001,0.0202,0.008,3,0.0131,6.698,0.6667,0.352,0.352,0.268,topstep_50k,verified,fixed_contracts_1,dp500_dl300,,,1.0,,,,,,,5.202,research_only,fail_label_permutation; fail_random_baseline; fail_block_bootstrap,,False,prior H4 retrace continuation at fib 0.618,"{""id"":""previous_h4_range_retracement__fib0.618__prev_h4_open__rules_dp500_dl300"",""family"":""previous_h4_range_retracement"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""prev_color""},""filters"":[{""type"":""body_atr"",""min"":0.5,""atr_n"":14},{""type"":""regime"",""ma_n"":50,""side"":""with""}],""entry"":{""type"":""fib_limit_entry"",""level"":0.618},""stop"":{""type"":""prev_h4_open""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""dp500_dl300"",""max_trades_per_day"":null,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":500.0,""daily_loss_stop_dollar"":300.0,""session_only"":null,""cooldown_minutes_after_loss"":null},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""prior H4 retrace continuation at fib 0.618"",""provenance"":{""lab"":""daily_rule_lab"",""base_rules"":""none"",""tier_2_lab"":""daily"",""tier_2_parent_id"":""previous_h4_range_retracement__fib0.618__prev_h4_open""},""certification_level"":""research_only"",""failure_reasons"":[""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap""],""rejection_detail"":{}}"
previous_h4_range_retracement__fib0.618__prev_h4_open__rules_ny_only_max2,previous_h4_range_retracement,XAUUSD,ny,H4,M15,fib_limit_entry,prev_h4_open,h4_close,247,2.04,0.413,0.86,0.0472,1.048,0.0202,-0.0302,-0.001,0.0202,0.008,3,0.0131,6.698,0.6667,0.352,0.352,0.268,topstep_50k,verified,fixed_contracts_1,ny_only_max2,,,1.0,,,,,,,5.202,research_only,fail_label_permutation; fail_random_baseline; fail_block_bootstrap,,False,prior H4 retrace continuation at fib 0.618,"{""id"":""previous_h4_range_retracement__fib0.618__prev_h4_open__rules_ny_only_max2"",""family"":""previous_h4_range_retracement"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""prev_color""},""filters"":[{""type"":""body_atr"",""min"":0.5,""atr_n"":14},{""type"":""regime"",""ma_n"":50,""side"":""with""}],""entry"":{""type"":""fib_limit_entry"",""level"":0.618},""stop"":{""type"":""prev_h4_open""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""ny_only_max2"",""max_trades_per_day"":2,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":null,""daily_loss_stop_dollar"":null,""session_only"":""ny"",""cooldown_minutes_after_loss"":null},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""prior H4 retrace continuation at fib 0.618"",""provenance"":{""lab"":""daily_rule_lab"",""base_rules"":""none"",""tier_2_lab"":""daily"",""tier_2_parent_id"":""previous_h4_range_retracement__fib0.618__prev_h4_open""},""certification_level"":""research_only"",""failure_reasons"":[""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap""],""rejection_detail"":{}}"
previous_h4_range_retracement__fib0.618__prev_h4_open__rules_london_only_max2,previous_h4_range_retracement,XAUUSD,london,H4,M15,fib_limit_entry,prev_h4_open,h4_close,247,2.04,0.413,0.86,0.0472,1.048,0.0202,-0.0302,-0.001,0.0202,0.008,3,0.0131,6.698,0.6667,0.352,0.352,0.268,topstep_50k,verified,fixed_contracts_1,london_only_max2,,,1.0,,,,,,,5.202,research_only,fail_label_permutation; fail_random_baseline; fail_block_bootstrap,,False,prior H4 retrace continuation at fib 0.618,"{""id"":""previous_h4_range_retracement__fib0.618__prev_h4_open__rules_london_only_max2"",""family"":""previous_h4_range_retracement"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""prev_color""},""filters"":[{""type"":""body_atr"",""min"":0.5,""atr_n"":14},{""type"":""regime"",""ma_n"":50,""side"":""with""}],""entry"":{""type"":""fib_limit_entry"",""level"":0.618},""stop"":{""type"":""prev_h4_open""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""london_only_max2"",""max_trades_per_day"":2,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":null,""daily_loss_stop_dollar"":null,""session_only"":""london"",""cooldown_minutes_after_loss"":null},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""prior H4 retrace continuation at fib 0.618"",""provenance"":{""lab"":""daily_rule_lab"",""base_rules"":""none"",""tier_2_lab"":""daily"",""tier_2_parent_id"":""previous_h4_range_retracement__fib0.618__prev_h4_open""},""certification_level"":""research_only"",""failure_reasons"":[""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap""],""rejection_detail"":{}}"
previous_h4_range_retracement__fib0.618__prev_h4_open__rules_cd60,previous_h4_range_retracement,XAUUSD,,H4,M15,fib_limit_entry,prev_h4_open,h4_close,247,2.04,0.413,0.86,0.0472,1.048,0.0202,-0.0302,-0.001,0.0202,0.008,3,0.0131,6.698,0.6667,0.352,0.352,0.268,topstep_50k,verified,fixed_contracts_1,cd60,,,1.0,,,,,,,5.202,research_only,fail_label_permutation; fail_random_baseline; fail_block_bootstrap,,False,prior H4 retrace continuation at fib 0.618,"{""id"":""previous_h4_range_retracement__fib0.618__prev_h4_open__rules_cd60"",""family"":""previous_h4_range_retracement"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""prev_color""},""filters"":[{""type"":""body_atr"",""min"":0.5,""atr_n"":14},{""type"":""regime"",""ma_n"":50,""side"":""with""}],""entry"":{""type"":""fib_limit_entry"",""level"":0.618},""stop"":{""type"":""prev_h4_open""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""cd60"",""max_trades_per_day"":null,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":null,""daily_loss_stop_dollar"":null,""session_only"":null,""cooldown_minutes_after_loss"":60},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""prior H4 retrace continuation at fib 0.618"",""provenance"":{""lab"":""daily_rule_lab"",""base_rules"":""none"",""tier_2_lab"":""daily"",""tier_2_parent_id"":""previous_h4_range_retracement__fib0.618__prev_h4_open""},""certification_level"":""research_only"",""failure_reasons"":[""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap""],""rejection_detail"":{}}"
previous_h4_range_retracement__fib0.618__prev_h4_open__rules_cd120,previous_h4_range_retracement,XAUUSD,,H4,M15,fib_limit_entry,prev_h4_open,h4_close,247,2.04,0.413,0.86,0.0472,1.048,0.0202,-0.0302,-0.001,0.0202,0.008,3,0.0131,6.698,0.6667,0.352,0.352,0.268,topstep_50k,verified,fixed_contracts_1,cd120,,,1.0,,,,,,,5.202,research_only,fail_label_permutation; fail_random_baseline; fail_block_bootstrap,,False,prior H4 retrace continuation at fib 0.618,"{""id"":""previous_h4_range_retracement__fib0.618__prev_h4_open__rules_cd120"",""family"":""previous_h4_range_retracement"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""prev_color""},""filters"":[{""type"":""body_atr"",""min"":0.5,""atr_n"":14},{""type"":""regime"",""ma_n"":50,""side"":""with""}],""entry"":{""type"":""fib_limit_entry"",""level"":0.618},""stop"":{""type"":""prev_h4_open""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""cd120"",""max_trades_per_day"":null,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":null,""daily_loss_stop_dollar"":null,""session_only"":null,""cooldown_minutes_after_loss"":120},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""prior H4 retrace continuation at fib 0.618"",""provenance"":{""lab"":""daily_rule_lab"",""base_rules"":""none"",""tier_2_lab"":""daily"",""tier_2_parent_id"":""previous_h4_range_retracement__fib0.618__prev_h4_open""},""certification_level"":""research_only"",""failure_reasons"":[""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap""],""rejection_detail"":{}}"
previous_h4_range_retracement__fib0.618__prev_h4_open__entry_fib0.618,previous_h4_range_retracement,XAUUSD,,H4,M15,fib_limit_entry,prev_h4_open,h4_close,247,2.04,0.413,0.86,0.0472,1.048,0.0202,-0.0302,-0.001,0.0202,0.008,3,0.0131,6.698,0.6667,0.352,0.352,0.268,topstep_50k,verified,fixed_contracts_1,none,,,1.0,,,,,,,5.202,research_only,fail_label_permutation; fail_random_baseline; fail_block_bootstrap,,False,prior H4 retrace continuation at fib 0.618,"{""id"":""previous_h4_range_retracement__fib0.618__prev_h4_open__entry_fib0.618"",""family"":""previous_h4_range_retracement"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""prev_color""},""filters"":[{""type"":""body_atr"",""min"":0.5,""atr_n"":14},{""type"":""regime"",""ma_n"":50,""side"":""with""}],""entry"":{""type"":""fib_limit_entry"",""level"":0.618},""stop"":{""type"":""prev_h4_open""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""none"",""max_trades_per_day"":null,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":null,""daily_loss_stop_dollar"":null,""session_only"":null,""cooldown_minutes_after_loss"":null},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""prior H4 retrace continuation at fib 0.618"",""provenance"":{""lab"":""entry_model_lab"",""base_entry_type"":""fib_limit_entry"",""tier_2_lab"":""entry"",""tier_2_parent_id"":""previous_h4_range_retracement__fib0.618__prev_h4_open""},""certification_level"":""research_only"",""failure_reasons"":[""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap""],""rejection_detail"":{}}"
previous_h4_range_retracement__fib0.382__prev_h4_open__entry_fib0.618,previous_h4_range_retracement,XAUUSD,,H4,M15,fib_limit_entry,prev_h4_open,h4_close,247,2.04,0.413,0.86,0.0472,1.048,0.0202,-0.0302,-0.001,0.0202,0.008,3,0.0131,6.698,0.6667,0.352,0.352,0.268,topstep_50k,verified,fixed_contracts_1,none,,,1.0,,,,,,,5.202,research_only,fail_label_permutation; fail_random_baseline; fail_block_bootstrap,,False,prior H4 retrace continuation at fib 0.382,"{""id"":""previous_h4_range_retracement__fib0.382__prev_h4_open__entry_fib0.618"",""family"":""previous_h4_range_retracement"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""prev_color""},""filters"":[{""type"":""body_atr"",""min"":0.5,""atr_n"":14},{""type"":""regime"",""ma_n"":50,""side"":""with""}],""entry"":{""type"":""fib_limit_entry"",""level"":0.618},""stop"":{""type"":""prev_h4_open""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""none"",""max_trades_per_day"":null,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":null,""daily_loss_stop_dollar"":null,""session_only"":null,""cooldown_minutes_after_loss"":null},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""prior H4 retrace continuation at fib 0.382"",""provenance"":{""lab"":""entry_model_lab"",""base_entry_type"":""fib_limit_entry"",""tier_2_lab"":""entry"",""tier_2_parent_id"":""previous_h4_range_retracement__fib0.382__prev_h4_open""},""certification_level"":""research_only"",""failure_reasons"":[""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap""],""rejection_detail"":{}}"
previous_h4_range_retracement__fib0.618__prev_h4_extreme__entry_zone_midpoint_limit,previous_h4_range_retracement,XAUUSD,,H4,M15,zone_midpoint_limit,prev_h4_extreme,h4_close,318,2.63,0.478,1.19,0.0456,1.089,0.0358,-0.0604,0.0261,0.0358,0.0309,3,-0.0034,-1.47,0.0,0.306,0.288,0.236,topstep_50k,verified,fixed_contracts_1,none,,,1.0,,,,,,,4.738,research_only,fail_walk_forward; fail_label_permutation; fail_random_baseline; fail_block_bootstrap,,False,prior H4 retrace continuation at fib 0.618,"{""id"":""previous_h4_range_retracement__fib0.618__prev_h4_extreme__entry_zone_midpoint_limit"",""family"":""previous_h4_range_retracement"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""prev_color""},""filters"":[{""type"":""body_atr"",""min"":0.5,""atr_n"":14},{""type"":""regime"",""ma_n"":50,""side"":""with""}],""entry"":{""type"":""zone_midpoint_limit""},""stop"":{""type"":""prev_h4_extreme""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""none"",""max_trades_per_day"":null,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":null,""daily_loss_stop_dollar"":null,""session_only"":null,""cooldown_minutes_after_loss"":null},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""prior H4 retrace continuation at fib 0.618"",""provenance"":{""lab"":""entry_model_lab"",""base_entry_type"":""fib_limit_entry"",""tier_2_lab"":""entry"",""tier_2_parent_id"":""previous_h4_range_retracement__fib0.618__prev_h4_extreme""},""certification_level"":""research_only"",""failure_reasons"":[""fail_walk_forward"",""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap""],""rejection_detail"":{}}"
